,baseline,rank5_1d,rank5_2d,gap3_1d,gap3_2d,gap5_1d,gap5_2d,gap10_1d,gap10_2d,rank8_gap5_1d,rank8_gap5_2d,top1_gap5_1d,top1_gap5_2d
2022-03-22,123656.05623393363,104648.8319652408,123656.05623393363,104648.8319652408,123656.05623393363,104648.8319652408,123656.05623393363,104648.8319652408,123656.05623393363,123656.05623393363,123656.05623393363,123656.05623393363,123656.05623393363
2022-03-23,123299.55657391853,104347.3322527736,123299.55657391853,104347.3322527736,123299.55657391853,104347.3322527736,123299.55657391853,104347.3322527736,123299.55657391853,123299.55657391853,123299.55657391853,123299.55657391853,123299.55657391853
2022-03-24,123656.05623393363,104648.8319652408,123656.05623393363,104648.8319652408,123656.05623393363,104648.8319652408,123656.05623393363,104648.8319652408,123656.05623393363,123656.05623393363,123656.05623393363,123656.05623393363,123656.05623393363
2022-03-25,127078.45467000312,107543.23064258989,127078.45467000312,107543.23064258989,127078.45467000312,107543.23064258989,127078.45467000312,107543.23064258989,127078.45467000312,127078.45467000312,127078.45467000312,127078.45467000312,127078.45467000312
2022-03-28,124226.45738988229,105131.23294285235,124226.45738988229,105131.23294285235,124226.45738988229,105131.23294285235,124226.45738988229,105131.23294285235,124226.45738988229,124226.45738988229,124226.45738988229,124226.45738988229,124226.45738988229
2022-03-29,123156.94991021462,104226.72661713061,123156.94991021462,104226.72661713061,123156.94991021462,104226.72661713061,123156.94991021462,104226.72661713061,123156.94991021462,123156.94991021462,123156.94991021462,123156.94991021462,123156.94991021462
2022-03-30,123656.05623393363,104648.8319652408,123656.05623393363,104648.8319652408,123656.05623393363,104648.8319652408,123656.05623393363,104648.8319652408,123656.05623393363,123656.05623393363,123656.05623393363,123656.05623393363,123656.05623393363
2022-03-31,121873.54943423576,103141.32621458467,121873.54943423576,103141.32621458467,121873.54943423576,103141.32621458467,121873.54943423576,103141.32621458467,121873.54943423576,121873.54943423576,121873.54943423576,121873.54943423576,121873.54943423576
2022-04-01,120019.75630193061,101573.53202274736,120019.75630193061,101573.53202274736,120019.75630193061,101573.53202274736,120019.75630193061,101573.53202274736,120019.75630193061,120019.75630193061,120019.75630193061,120019.75630193061,120019.75630193061
2022-04-06,121780.10936531363,102970.88517005372,121780.10936531363,102970.88517005372,121780.10936531363,102970.88517005372,121780.10936531363,102970.88517005372,121780.10936531363,121780.10936531363,121780.10936531363,121780.10936531363,121780.10936531363
2022-04-07,120934.25806019307,102405.94518611312,120934.25806019307,102405.94518611312,120934.25806019307,102405.94518611312,120934.25806019307,102405.94518611312,120934.25806019307,120934.25806019307,120934.25806019307,120934.25806019307,120934.25806019307
2022-04-08,120937.98956704239,102409.11696693503,120937.98956704239,102409.11696693503,120937.98956704239,102409.11696693503,120937.98956704239,102409.11696693503,120937.98956704239,120937.98956704239,120937.98956704239,120937.98956704239,120937.98956704239
2022-04-11,120951.58408759034,102420.67230940079,120951.58408759034,102420.67230940079,120951.58408759034,102420.67230940079,120951.58408759034,102420.67230940079,120951.58408759034,120951.58408759034,120951.58408759034,120951.58408759034,120951.58408759034
2022-04-12,120955.31559443966,102423.8440902227,120955.31559443966,102423.8440902227,120955.31559443966,102423.8440902227,120955.31559443966,102423.8440902227,120955.31559443966,120955.31559443966,120955.31559443966,120955.31559443966,120955.31559443966
2022-04-13,122355.6512170556,103608.32198924883,122355.6512170556,103608.32198924883,122355.6512170556,103608.32198924883,122355.6512170556,103608.32198924883,122355.6512170556,122355.6512170556,122355.6512170556,122355.6512170556,122355.6512170556
2022-04-14,125116.45093495873,105943.52175063951,125116.45093495873,105943.52175063951,125116.45093495873,105943.52175063951,125116.45093495873,105943.52175063951,125116.45093495873,125116.45093495873,125116.45093495873,125116.45093495873,125116.45093495873
2022-04-15,123489.55131108788,104567.42206878526,123489.55131108788,104567.42206878526,123489.55131108788,104567.42206878526,123489.55131108788,104567.42206878526,123489.55131108788,123489.55131108788,123489.55131108788,123489.55131108788,123489.55131108788
2022-04-18,120334.34491689233,101898.61666030748,120334.34491689233,101898.61666030748,120334.34491689233,101898.61666030748,120334.34491689233,101898.61666030748,120334.34491689233,120334.34491689233,120334.34491689233,120334.34491689233,120334.34491689233
2022-04-19,122503.55225141076,103733.42286414964,122503.55225141076,103733.42286414964,122503.55225141076,103733.42286414964,122503.55225141076,103733.42286414964,122503.55225141076,122503.55225141076,122503.55225141076,122503.55225141076,122503.55225141076
2022-04-20,118214.44576318291,100105.51737613542,118214.44576318291,100105.51737613542,118214.44576318291,100105.51737613542,118214.44576318291,100105.51737613542,118214.44576318291,118214.44576318291,118214.44576318291,118214.44576318291,118214.44576318291
2022-04-21,115552.25065286187,97853.7215120302,115552.25065286187,97853.7215120302,115552.25065286187,97853.7215120302,115552.25065286187,97853.7215120302,115552.25065286187,115552.25065286187,115552.25065286187,115552.25065286187,115552.25065286187
2022-04-22,114936.13753686326,97332.58729423826,114936.13753686326,97332.58729423826,114936.13753686326,97332.58729423826,114936.13753686326,97332.58729423826,114936.13753686326,114936.13753686326,114936.13753686326,114936.13753686326,114936.13753686326
2022-04-25,114949.0523313838,97343.57619834784,114949.0523313838,97343.57619834784,114949.0523313838,97343.57619834784,114949.0523313838,97343.57619834784,114949.0523313838,114949.0523313838,114949.0523313838,114949.0523313838,114949.0523313838
2022-04-26,114952.59726289066,97346.5924997177,114952.59726289066,97346.5924997177,114952.59726289066,97346.5924997177,114952.59726289066,97346.5924997177,114952.59726289066,114952.59726289066,114952.59726289066,114952.59726289066,114952.59726289066
2022-04-27,114956.14219439751,97349.60880108757,114956.14219439751,97349.60880108757,114956.14219439751,97349.60880108757,114956.14219439751,97349.60880108757,114956.14219439751,114956.14219439751,114956.14219439751,114956.14219439751,114956.14219439751
2022-04-28,114959.68712590437,97352.62510245743,114959.68712590437,97352.62510245743,114959.68712590437,97352.62510245743,114959.68712590437,97352.62510245743,114959.68712590437,114959.68712590437,114959.68712590437,114959.68712590437,114959.68712590437
2022-04-29,114963.23205741122,97355.64140382729,114963.23205741122,97355.64140382729,114963.23205741122,97355.64140382729,114963.23205741122,97355.64140382729,114963.23205741122,114963.23205741122,114963.23205741122,114963.23205741122,114963.23205741122
2022-05-05,114990.20164645232,97378.58921204647,114990.20164645232,97378.58921204647,114990.20164645232,97378.58921204647,114990.20164645232,97378.58921204647,114990.20164645232,114990.20164645232,114990.20164645232,114990.20164645232,114990.20164645232
2022-05-06,114993.74657795917,97381.60551341633,114993.74657795917,97381.60551341633,114993.74657795917,97381.60551341633,114993.74657795917,97381.60551341633,114993.74657795917,114993.74657795917,114993.74657795917,114993.74657795917,114993.74657795917
2022-05-09,114747.2511693761,97173.29919428368,114747.2511693761,97173.29919428368,114747.2511693761,97173.29919428368,114747.2511693761,97173.29919428368,114747.2511693761,114747.2511693761,114747.2511693761,114747.2511693761,114747.2511693761
2022-05-10,113903.35683076833,96459.90398020289,113903.35683076833,96459.90398020289,113903.35683076833,96459.90398020289,113903.35683076833,96459.90398020289,113903.35683076833,113903.35683076833,113903.35683076833,113903.35683076833,113903.35683076833
2022-05-11,113321.35738580677,95967.90444941063,113321.35738580677,95967.90444941063,113321.35738580677,95967.90444941063,113321.35738580677,95967.90444941063,113321.35738580677,113321.35738580677,113321.35738580677,113321.35738580677,113321.35738580677
2022-05-12,114427.15355604145,96902.70121187707,114427.15355604145,96902.70121187707,114427.15355604145,96902.70121187707,114427.15355604145,96902.70121187707,114427.15355604145,114427.15355604145,114427.15355604145,114427.15355604145,114427.15355604145
2022-05-13,113263.15466611835,95918.70215029259,113263.15466611835,95918.70215029259,113263.15466611835,95918.70215029259,113263.15466611835,95918.70215029259,113263.15466611835,113263.15466611835,113263.15466611835,113263.15466611835,113263.15466611835
2022-05-16,112773.86661415716,95505.07719915014,112773.86661415716,95505.07719915014,112773.86661415716,95505.07719915014,112773.86661415716,95505.07719915014,112773.86661415716,112773.86661415716,112773.86661415716,112773.86661415716,112773.86661415716
2022-05-17,112777.34935388318,95508.03130873918,112777.34935388318,95508.03130873918,112777.34935388318,95508.03130873918,112777.34935388318,95508.03130873918,112777.34935388318,112777.34935388318,112777.34935388318,112777.34935388318,112777.34935388318
2022-05-18,112780.8320936092,95510.98541832823,112780.8320936092,95510.98541832823,112780.8320936092,95510.98541832823,112780.8320936092,95510.98541832823,112780.8320936092,112780.8320936092,112780.8320936092,112780.8320936092,112780.8320936092
2022-05-19,112784.31483333523,95513.93952791727,112784.31483333523,95513.93952791727,112784.31483333523,95513.93952791727,112784.31483333523,95513.93952791727,112784.31483333523,112784.31483333523,112784.31483333523,112784.31483333523,112784.31483333523
2022-05-20,112787.79757306125,95516.89363750632,112787.79757306125,95516.89363750632,112787.79757306125,95516.89363750632,112787.79757306125,95516.89363750632,112787.79757306125,112787.79757306125,112787.79757306125,112787.79757306125,112787.79757306125
2022-05-23,112800.48579223933,95527.65596627345,112800.48579223933,95527.65596627345,112800.48579223933,95527.65596627345,112800.48579223933,95527.65596627345,112800.48579223933,112800.48579223933,112800.48579223933,112800.48579223933,112800.48579223933
2022-05-24,112803.96853196535,95530.6100758625,112803.96853196535,95530.6100758625,112803.96853196535,95530.6100758625,112803.96853196535,95530.6100758625,112803.96853196535,112803.96853196535,112803.96853196535,112803.96853196535,112803.96853196535
2022-05-25,112807.45127169137,95533.56418545154,112807.45127169137,95533.56418545154,112807.45127169137,95533.56418545154,112807.45127169137,95533.56418545154,112807.45127169137,112807.45127169137,112807.45127169137,112807.45127169137,112807.45127169137
2022-05-26,112810.9340114174,95536.51829504059,112810.9340114174,95536.51829504059,112810.9340114174,95536.51829504059,112810.9340114174,95536.51829504059,112810.9340114174,112810.9340114174,112810.9340114174,112810.9340114174,112810.9340114174
2022-05-27,112814.41675114342,95539.47240462963,112814.41675114342,95539.47240462963,112814.41675114342,95539.47240462963,112814.41675114342,95539.47240462963,112814.41675114342,112814.41675114342,112814.41675114342,112814.41675114342,112814.41675114342
2022-05-30,112554.58038536723,95277.7101484425,112554.58038536723,95277.7101484425,112554.58038536723,95277.7101484425,112554.58038536723,95277.7101484425,112554.58038536723,112554.58038536723,112554.58038536723,112554.58038536723,112554.58038536723
2022-05-31,113061.99957764467,95784.60071058295,113061.99957764467,95784.60071058295,113061.99957764467,95784.60071058295,113061.99957764467,95784.60071058295,113061.99957764467,113061.99957764467,113061.99957764467,113061.99957764467,113061.99957764467
2022-06-01,112792.06977002321,95514.1422728245,112792.06977002321,95514.1422728245,112792.06977002321,95514.1422728245,112792.06977002321,95514.1422728245,112792.06977002321,112792.06977002321,112792.06977002321,112792.06977002321,112792.06977002321
2022-06-02,112688.24999167165,95409.79386433595,112688.24999167165,95409.79386433595,112688.24999167165,95409.79386433595,112688.24999167165,95409.79386433595,112688.24999167165,112688.24999167165,112688.24999167165,112688.24999167165,112688.24999167165
2022-06-06,116775.44326254407,99201.85912214749,116775.44326254407,99201.85912214749,116775.44326254407,99201.85912214749,116775.44326254407,99201.85912214749,116775.44326254407,116775.44326254407,116775.44326254407,116775.44326254407,116775.44326254407
2022-06-07,118436.85300608884,100559.46868811811,118436.85300608884,100559.46868811811,118436.85300608884,100559.46868811811,118436.85300608884,100559.46868811811,118436.85300608884,118436.85300608884,118436.85300608884,118436.85300608884,118436.85300608884
2022-06-08,121157.1637791207,102887.7798349903,121157.1637791207,102887.7798349903,121157.1637791207,102887.7798349903,121157.1637791207,102887.7798349903,121157.1637791207,121157.1637791207,121157.1637791207,121157.1637791207,121157.1637791207
2022-06-09,119054.5567064505,100961.57282774217,119054.5567064505,100961.57282774217,119054.5567064505,100961.57282774217,119054.5567064505,100961.57282774217,119054.5567064505,119054.5567064505,119054.5567064505,119054.5567064505,119054.5567064505
