symbol,entry_date,entry_completed_date,exit_date,exit_completed_date,buy_fill_count,sell_fill_count,quantity,average_buy_price,average_sell_price,buy_cost,sell_proceeds,total_fees,net_pnl,net_return,holding_days,outcome
513500.SH,2024-09-05,2024-09-05,2024-09-12,2024-09-12,1,1,44300.0,1.938219068443775,1.921797145652771,85888.86366347886,85110.07286835203,51.29961548534309,-778.790795126828,-0.009067424598586005,5,负
518880.SH,2024-09-12,2024-09-12,2024-09-25,2024-09-25,1,1,15300.0,5.534633477783204,5.717131177139282,84705.29617774603,87445.86537812794,51.64559976609421,2740.569200381913,0.03235416584378714,7,胜
513120.SH,2024-09-25,2024-09-25,2024-10-09,2024-10-09,1,1,125300.0,0.7018899880468845,0.8377319738447666,87973.19954692532,104936.32597785244,57.874389547507164,16963.12643092712,0.19282152426295363,5,胜
515030.SH,2024-10-14,2024-10-15,2024-11-04,2024-11-04,2,1,90500.0,1.1591794197472947,1.194564779996872,104937.20920837631,108075.68015593999,63.904155023054116,3138.4709475636773,0.029908084760778664,15,胜
515880.SH,2024-12-24,2024-12-24,2025-01-02,2025-01-02,1,1,469100.0,0.23027600417733193,0.22472999404668806,108054.88030165428,105389.21395523917,64.03299413006633,-2665.666346415106,-0.02466955994003628,6,负
159941.SZ,2025-01-02,2025-01-02,2025-01-14,2025-01-14,1,1,85500.0,1.232318272268772,1.2246844447016716,105394.8212426637,104679.10686598632,63.02211969029187,-715.7143766773806,-0.006790792642738075,8,负
518880.SH,2025-01-14,2025-01-14,2025-02-19,2025-02-19,1,1,17200.0,6.077284171867372,6.58708579044342,104560.64654244563,113263.88623294813,65.34814900552368,8703.239690502509,0.08323628418813844,20,胜
513120.SH,2025-02-19,2025-02-19,2025-03-27,2025-03-27,1,1,141300.0,0.8021600119531154,0.8646590838313103,113379.2132518819,122139.67564680053,70.65646147030179,8760.462394918635,0.07726691819122511,26,胜
518880.SH,2025-03-27,2025-03-27,2025-05-13,2025-05-13,1,1,17900.0,6.805156331253053,7.282250689506531,121848.84201892847,130313.18165596426,75.64937570147896,8464.339637035795,0.06946590133142916,29,胜
513120.SH,2025-05-13,2025-05-13,2025-05-16,2025-05-16,1,1,146900.0,0.8883921775281428,0.8806159161686897,130543.96232214784,129323.66934175497,77.9601866892194,-1220.292980392871,-0.00934775502969265,3,负
159920.SZ,2025-05-16,2025-05-16,2025-05-27,2025-05-27,1,1,90100.0,1.4347195684909821,1.4182959571361542,129307.0135909738,127750.1291982461,77.11700965770149,-1556.8843927277048,-0.012040216145215998,7,负
512400.SH,2025-05-27,2025-05-28,2025-06-10,2025-06-11,2,2,122600.0,1.0420507490150304,1.0646971994469645,127793.7484557915,130492.71708920218,77.48618954443216,2698.968633410681,0.021119723507792232,10,胜
159941.SZ,2025-06-10,2025-06-11,2025-06-16,2025-06-16,2,1,109600.0,1.190552523555873,1.1708302247285842,130523.7019486982,128284.49573246375,77.64226476359295,-2239.206216234452,-0.01715555246138023,4,负
518880.SH,2025-06-16,2025-06-16,2025-06-23,2025-06-23,1,1,16700.0,7.638154987144471,7.443057740974426,127595.45544179827,124261.77455499064,75.55687576787568,-3333.680886807633,-0.026126956287469527,5,负
515880.SH,2025-06-23,2025-06-23,2025-10-10,2025-10-10,1,1,564600.0,0.22126520083546639,0.45045880500078195,124963.81029142183,254252.74259105045,113.77661210854373,129288.93229962862,1.0346109965606876,73,胜
159870.SZ,2025-11-24,2025-11-24,2025-11-27,2025-11-27,1,1,347300.0,0.7318772062063218,0.7261275980949402,254257.20800157022,252108.45958392724,151.90952056014848,-2148.748417642986,-0.008451081621370315,3,负
518880.SH,2025-11-27,2025-11-27,2025-12-10,2025-12-10,1,1,27900.0,9.013803859710695,9.10306352005005,251560.57322423416,253899.27956773358,151.6381799685974,2338.7063434994197,0.009296792074864557,9,胜
588200.SH,2025-12-11,2025-12-11,2025-12-12,2025-12-12,1,1,109500.0,2.3227839331626896,2.268274708557129,254421.1441335189,248301.5677628295,150.81627638049602,-6119.576370689378,-0.024052939434459297,1,负
518880.SH,2025-12-15,2025-12-15,2025-12-23,2025-12-23,1,1,26600.0,9.309157936096192,9.618444114303589,247697.88818048875,255773.85825644332,151.04226436219022,8075.970075954567,0.03260411356462556,6,胜
159870.SZ,2025-12-23,2025-12-23,2026-01-28,2026-01-28,1,1,328600.0,0.7799347842454911,0.910905600476265,256363.4560740993,299233.78324240574,166.6830451258707,42870.32716830645,0.1672247980457684,24,胜
512660.SH,2026-02-03,2026-02-03,2026-02-04,2026-02-04,1,1,208000.0,1.4377231894969942,1.4752275980949403,299136.1373423994,306755.28620162647,181.76812914573668,7619.148859227076,0.02547050626152192,1,胜
512980.SH,2026-02-06,2026-02-06,2026-02-09,2026-02-09,1,1,264100.0,1.1613919665813448,1.1875732104778292,306815.6354596454,313543.9934617285,186.10851097839833,6728.358002083085,0.021929645117346297,1,胜
515880.SH,2026-02-13,2026-02-13,2026-02-24,2026-02-24,1,1,593000.0,0.5286335971355439,0.5313616052389145,313573.76701830793,315002.90267710434,188.57314650241614,1429.135658796411,0.004557574035563228,1,胜
515880.SH,2026-03-06,2026-03-06,2026-03-10,2026-03-10,1,1,580400.0,0.5426503957033157,0.5353568133354187,315048.77595310437,310627.8781315391,187.70261523782443,-4420.897821565275,-0.014032423418218087,2,负
512660.SH,2026-03-10,2026-03-10,2026-03-12,2026-03-12,1,1,207000.0,1.4997976257801056,1.4862144352436064,310551.2459690428,307554.0941789979,185.4313489895725,-2997.1517900449107,-0.009651069924683786,2,负
159985.SZ,2026-03-12,2026-03-13,2026-04-02,2026-04-02,2,1,134900.0,2.2796686430957958,2.0415471104621887,307619.55814360897,275322.0837897889,174.87960154649164,-32297.474353820086,-0.10499161545099922,15,负
513120.SH,2026-04-02,2026-04-02,2026-04-07,2026-04-07,1,1,211300.0,1.30250732486248,1.2905062294840814,275302.3636827651,272602.1611000994,164.37112921002853,-2700.202582665719,-0.009808134396467438,2,负
515880.SH,2026-04-07,2026-04-07,2026-05-20,2026-05-20,1,1,489600.0,0.5566671942710877,0.7451047919034958,272626.0215926191,364693.8651241167,191.2042693293228,92067.84353149764,0.33770746825141007,28,胜
159941.SZ,2026-05-20,2026-05-20,2026-06-09,2026-06-09,1,1,240400.0,1.5160823646187782,1.5936854494571684,364575.5403144906,383007.04545488843,224.27645475115725,18431.505140397814,0.05055606617080888,14,胜
513520.SH,2026-06-09,2026-06-10,2026-07-09,2026-07-09,2,1,167800.0,2.281468837319341,2.3735741141319275,382945.3200434561,398166.25063043204,234.33486217605682,15220.930586975941,0.039747007706606,21,胜
512880.SH,2026-07-09,2026-07-09,2026-07-14,2026-07-14,1,1,357000.0,1.1153367627620698,1.0966824495315552,398294.67687335075,391398.1797924204,236.90725763664722,-6896.497080930334,-0.017315062142101545,3,负
159941.SZ,2026-07-14,2026-07-14,2026-07-15,2026-07-15,1,1,243900.0,1.6043200239062307,1.6226070743203165,391411.04192687885,395635.13926709717,236.11425577723642,4224.097340218315,0.010791972856523113,1,胜
159985.SZ,2026-07-15,2026-07-16,2026-07-31,2026-07-31,2,1,178000.0,2.2216111210694476,2.081499310493469,395565.4135842268,370395.7252046572,229.78609704545977,-25169.68837956962,-0.06362964889044909,12,负
